address,street,school,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio Address Line 4","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State / Province","Geocodio Nation","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Building Name","Geocodio Source","Geocodio Stable Address Key","Geocodio Match Type"
"Franklin Street, Somerville MA 02145","Franklin Street","EAST SOMERVILLE",42.381584,-71.086192,1,street_center,"Franklin St",,"Somerville, MA 02145",,,"Franklin St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usslam66fyfywhpc,
"Garfield Avenue, Somerville MA 02145","Garfield Avenue","EAST SOMERVILLE",42.389645,-71.086087,1,street_center,"Garfield Ave",,"Somerville, MA 02145",,,"Garfield Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussxgsxw7rldckta,
"George Street, Somerville MA 02145","George Street","EAST SOMERVILLE",42.386043,-71.079957,1,street_center,"George St",,"Somerville, MA 02145",,,"George St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussqr5wn843kyzfd,
"Gilman Street, Somerville MA 02145","Gilman Street","EAST SOMERVILLE",42.385247,-71.091254,1,street_center,"Gilman St",,"Somerville, MA 02145",,,"Gilman St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussvxyer2rjk2vu4,
"Gilman Terrace, Somerville MA 02145","Gilman Terrace","EAST SOMERVILLE",42.387507,-71.092287,1,street_center,"Gilman Ter",,"Somerville, MA 02145",,,"Gilman Ter",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usszqkdzm48cfxcd,
"Glen Street, Somerville MA 02145","Glen Street","EAST SOMERVILLE",42.383393,-71.087138,1,street_center,"Glen St",,"Somerville, MA 02145",,,"Glen St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussfaebzk2ujwv9f,
"Hadley Court, Somerville MA 02145","Hadley Court","EAST SOMERVILLE",42.38186,-71.086318,1,street_center,"Hadley Ct",,"Somerville, MA 02145",,,"Hadley Ct",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussgnp5lyhbae666,
"Harold Cohen Drive, Somerville MA 02145","Harold Cohen Drive","EAST SOMERVILLE",42.376557,-71.102199,0.92,street_center,"Harold St",,"Somerville, MA 02143",,,"Harold St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usse4nxkgayger3h,
"Hathorn Street, Somerville MA 02145","Hathorn Street","EAST SOMERVILLE",42.386543,-71.082057,1,street_center,"Hathorn St",,"Somerville, MA 02145",,,"Hathorn St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussl7fk5vjuddena,
"Hillside Avenue, Somerville MA 02145","Hillside Avenue","EAST SOMERVILLE",42.384743,-71.085552,1,street_center,"Hillside Ave",,"Somerville, MA 02145",,,"Hillside Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussxbhuww7wgts9h,
"Illinois Avenue, Somerville MA 02145","Illinois Avenue","EAST SOMERVILLE",42.388348,-71.08261,1,street_center,"Illinois Ave",,"Somerville, MA 02145",,,"Illinois Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussq5zkrfk5lp2eb,
"Indiana Avenue, Somerville MA 02145","Indiana Avenue","EAST SOMERVILLE",42.387872,-71.082195,1,street_center,"Indiana Ave",,"Somerville, MA 02145",,,"Indiana Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usssbbzz276hsthg,
"Inner Belt Rd, Somerville MA 02145","Inner Belt Rd","EAST SOMERVILLE",42.378703,-71.080966,1,street_center,"Inner Belt Rd",,"Somerville, MA 02143",,,"Inner Belt Rd",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussuj9ka8a3pkjc3,
"Jasper Place, Somerville MA 02145","Jasper Place","EAST SOMERVILLE",42.386417,-71.092547,0.95,street_center,"Jasper St",,"Somerville, MA 02145",,,"Jasper St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8pwzg7pl87rre,
"Jasper Street, Somerville MA 02145","Jasper Street","EAST SOMERVILLE",42.386417,-71.092547,1,street_center,"Jasper St",,"Somerville, MA 02145",,,"Jasper St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8pwzg7pl87rre,
"Kensington Avenue, Somerville MA 02145","Kensington Avenue","EAST SOMERVILLE",42.392767,-71.083865,1,street_center,"Kensington Ave",,"Somerville, MA 02145",,,"Kensington Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_uss835pllmy9tvr2,
"Knowlton Street, Somerville MA 02145","Knowlton Street","EAST SOMERVILLE",42.381217,-71.08754,1,street_center,"Knowlton St",,"Somerville, MA 02145",,,"Knowlton St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_uss84pdhwwqj2bw7,
"Lincoln Avenue, Somerville MA 02145","Lincoln Avenue","EAST SOMERVILLE",42.385506,-71.079822,1,street_center,"Lincoln Ave",,"Somerville, MA 02145",,,"Lincoln Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussk7uhxt8fcv5yd,
"Lincoln Place, Somerville MA 02145","Lincoln Place","EAST SOMERVILLE",42.385883,-71.080555,1,street_center,"Lincoln Pl",,"Somerville, MA 02145",,,"Lincoln Pl",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussalhwwu848qxeb,
"Lincoln Street, Somerville MA 02145","Lincoln Street","EAST SOMERVILLE",42.385851,-71.081251,1,street_center,"Lincoln St",,"Somerville, MA 02145",,,"Lincoln St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussp9hu8djskwtza,
"Louisburg Place, Somerville MA 02145","Louisburg Place","EAST SOMERVILLE",42.388689,-71.086964,1,street_center,"Louisburg Pl",,"Somerville, MA 02145",,,"Louisburg Pl",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussj8kmbnnb5h3th,
"MacArthur Street, Somerville MA 02145","MacArthur Street","EAST SOMERVILLE",42.388993,-71.088192,1,street_center,"Macarthur St",,"Somerville, MA 02145",,,"Macarthur St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usshwabspj6zn3x8,
"Maine Avenue, Somerville MA 02145","Maine Avenue","EAST SOMERVILLE",42.388708,-71.081573,1,street_center,"Maine Ave",,"Somerville, MA 02145",,,"Maine Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussfym3h8ea2nww8,
"Maine Terrace, Somerville MA 02145","Maine Terrace","EAST SOMERVILLE",42.388588,-71.080866,1,street_center,"Maine Ter",,"Somerville, MA 02145",,,"Maine Ter",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_uss7bqwy32pjhhja,
"McGrath Hwy 365-455 odd, Somerville MA 02145","McGrath Hwy 365-455 odd","EAST SOMERVILLE",42.402565,-71.248345,0.33,nearest_rooftop_match,"37 Ode St",,"Waltham, MA 02451",,37,"Ode St",,,Waltham,MA,,"Middlesex County",02451,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnk5ez5vbp2qt3h5f2hyq6sepxuh,building_centroid
"McGregor Avenue, Somerville MA 02145","McGregor Avenue","EAST SOMERVILLE",42.388845,-71.091944,1,street_center,"McGregor Ave",,"Somerville, MA 02145",,,"McGregor Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussf7eax8nn4pvb7,
"Melvin Street, Somerville MA 02145","Melvin Street","EAST SOMERVILLE",42.389381,-71.089875,1,street_center,"Melvin St",,"Somerville, MA 02145",,,"Melvin St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussys5w5fwutv3r6,
"Michigan Avenue, Somerville MA 02145","Michigan Avenue","EAST SOMERVILLE",42.388556,-71.083343,1,street_center,"Michigan Ave",,"Somerville, MA 02145",,,"Michigan Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usssp7s6gfthrsy5,
"Middlesex Avenue, Somerville MA 02145","Middlesex Avenue","EAST SOMERVILLE",42.396048,-71.083975,1,street_center,"Middlesex Ave",,"Somerville, MA 02145",,,"Middlesex Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussplyksq9wja5c7,
"Minnesota Avenue, Somerville MA 02145","Minnesota Avenue","EAST SOMERVILLE",42.389099,-71.084669,1,street_center,"Minnesota Ave",,"Somerville, MA 02145",,,"Minnesota Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussstg5wjbrlwtw7,
"Montgomery Avenue, Somerville MA 02145","Montgomery Avenue","EAST SOMERVILLE",42.390131,-71.090431,1,street_center,"Montgomery Ave",,"Somerville, MA 02145",,,"Montgomery Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussm4skrzgz2lfh5,
"Morton Street, Somerville MA 02145","Morton Street","EAST SOMERVILLE",42.38204,-71.087543,1,street_center,"Morton St",,"Somerville, MA 02145",,,"Morton St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussk5kwalycclfs6,
"Mt. Pleasant Court, Somerville MA 02145","Mt. Pleasant Court","EAST SOMERVILLE",42.384119,-71.079389,0.93,street_center,"Mt Pleasant Ct",,"Somerville, MA 02145",,,"Mt Pleasant Ct",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussek6wgxdz7ttv9,
"Mt. Pleasant Street, Somerville MA 02145","Mt. Pleasant Street","EAST SOMERVILLE",42.385085,-71.078653,0.93,street_center,"Mt Pleasant St",,"Somerville, MA 02145",,,"Mt Pleasant St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usswqspdztfbjt7e,
"Mt. Vernon Street, Somerville MA 02145","Mt. Vernon Street","EAST SOMERVILLE",42.382951,-71.08124,0.93,street_center,"Mt Vernon St",,"Somerville, MA 02145",,,"Mt Vernon St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussnxke89ujlshba,
"Myrtle Place, Somerville MA 02145","Myrtle Place","EAST SOMERVILLE",42.382898,-71.083786,1,street_center,"Myrtle Ct",,"Somerville, MA 02145",,,"Myrtle Ct",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usszbysbjesmhuzb,
"Myrtle Street, Somerville MA 02145","Myrtle Street","EAST SOMERVILLE",42.381779,-71.083935,1,street_center,"Myrtle St",,"Somerville, MA 02145",,,"Myrtle St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_uss2y8r9jtrhzdk8,
"Mystic Avenue 1-323, Somerville MA 02145","Mystic Avenue 1-323","EAST SOMERVILLE",42.379419,-71.081588,0.9,street_center,"1st Ave",,"Somerville, MA 02143",,,"1st Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8zusvt5nxq8ra,
"New Hampshire Avenue, Somerville MA 02145","New Hampshire Avenue","EAST SOMERVILLE",42.389238,-71.081964,1,street_center,"New Hampshire Ave",,"Somerville, MA 02145",,,"New Hampshire Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussr2vqvxdw337rd,
"Oliver Street, Somerville MA 02145","Oliver Street","EAST SOMERVILLE",42.383513,-71.086285,1,street_center,"Oliver St",,"Somerville, MA 02145",,,"Oliver St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usstguhxftucy4qe,
"Otis Street, Somerville MA 02145","Otis Street","EAST SOMERVILLE",42.388312,-71.090893,1,street_center,"Otis St",,"Somerville, MA 02145",,,"Otis St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usszd4tzx2dpv93c,
"Palmer Avenue, Somerville MA 02145","Palmer Avenue","EAST SOMERVILLE",42.382814,-71.085715,1,street_center,"Palmer Ave",,"Somerville, MA 02145",,,"Palmer Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usspl5emmpcqfw56,
"Pearl Street 1-209, Somerville MA 02145","Pearl Street 1-209","EAST SOMERVILLE",42.379419,-71.081588,0.9,street_center,"1st Ave",,"Somerville, MA 02143",,,"1st Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8zusvt5nxq8ra,
"Pearl Street Place, Somerville MA 02145","Pearl Street Place","EAST SOMERVILLE",42.386574,-71.089796,1,street_center,"Pearl Street Pl",,"Somerville, MA 02145",,,"Pearl Street Pl",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usst6p62ddbtlsbe,
"Pearl Terrace, Somerville MA 02145","Pearl Terrace","EAST SOMERVILLE",42.386252,-71.088823,1,street_center,"Pearl Ter",,"Somerville, MA 02145",,,"Pearl Ter",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_uss7q9t2e25kwb49,
"Pennsylvania Avenue, Somerville MA 02145","Pennsylvania Avenue","EAST SOMERVILLE",42.388051,-71.081412,1,street_center,"Pennsylvania Ave",,"Somerville, MA 02145",,,"Pennsylvania Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usstb8tgzz4c7rrd,
"Perkins Place, Somerville MA 02145","Perkins Place","EAST SOMERVILLE",42.384367,-71.078931,0.95,street_center,"Perkins St",,"Somerville, MA 02145",,,"Perkins St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_uss3a6s7e6j6nuua,
"Perkins Street, Somerville MA 02145","Perkins Street","EAST SOMERVILLE",42.384367,-71.078931,1,street_center,"Perkins St",,"Somerville, MA 02145",,,"Perkins St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_uss3a6s7e6j6nuua,
"Pinckney Place, Somerville MA 02145","Pinckney Place","EAST SOMERVILLE",42.383282,-71.081991,1,street_center,"Pinckney Pl",,"Somerville, MA 02145",,,"Pinckney Pl",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usst4j9nlf7y9625,
"Pinckney Street, Somerville MA 02145","Pinckney Street","EAST SOMERVILLE",42.382819,-71.0824,1,street_center,"Pinckney St",,"Somerville, MA 02145",,,"Pinckney St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usswqxlnrymev8h5,
"Reed Court, Somerville MA 02145","Reed Court","EAST SOMERVILLE",42.383308,-71.086266,1,street_center,"Reeds Ct",,"Somerville, MA 02145",,,"Reeds Ct",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussbbztkw6ttwfa9,
"Remick Court, Somerville MA 02145","Remick Court","EAST SOMERVILLE",42.386847,-71.083481,1,street_center,"Remick Ct",,"Somerville, MA 02145",,,"Remick Ct",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussatq7wujjr8vjc,
"Revolution Drive 290, Somerville MA 02145","Revolution Drive 290","EAST SOMERVILLE",42.379006,-71.094692,0.95,rooftop,"290 Somerville Ave",,"Somerville, MA 02143",,290,"Somerville Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usneue8k7lxcytrexs8rrqswmb2a7,building_centroid
"Rhode Island Avenue, Somerville MA 02145","Rhode Island Avenue","EAST SOMERVILLE",42.389865,-71.083047,1,street_center,"Rhode Island Ave",,"Somerville, MA 02145",,,"Rhode Island Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussqs5rwnc3pngy6,
"Royce Place, Somerville MA 02145","Royce Place","EAST SOMERVILLE",42.388103,-71.087339,1,street_center,"Royce Pl",,"Somerville, MA 02145",,,"Royce Pl",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussejmvb8ck4ds29,
"Rush Street, Somerville MA 02145","Rush Street","EAST SOMERVILLE",42.384993,-71.087294,1,street_center,"Rush St",,"Somerville, MA 02145",,,"Rush St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussgx9yzgam5xcf2,
"Sibley Court, Somerville MA 02145","Sibley Court","EAST SOMERVILLE",42.416841,-71.104908,0.95,street_center,"Sables Ct",,"Medford, MA 02155",,,"Sables Ct",,,Medford,MA,,"Middlesex County",02155,US,,"TIGER/Line® from the US Census Bureau",gcod_uss3ayn4ljlzgnfa,
"Sibley Place, Somerville MA 02145","Sibley Place","EAST SOMERVILLE",42.375717,-71.130782,0.94,street_center,"Sibley Ct",,"Cambridge, MA 02138",,,"Sibley Ct",,,Cambridge,MA,,"Middlesex County",02138,US,,"TIGER/Line® from the US Census Bureau",gcod_ussnteax2zbymgld,
"Sunnyside Avenue, Somerville MA 02145","Sunnyside Avenue","EAST SOMERVILLE",42.388449,-71.091915,1,street_center,"Sunnyside Ave",,"Somerville, MA 02145",,,"Sunnyside Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usshrb8b9vwmm7ca,
"Tufts Street, Somerville MA 02145","Tufts Street","EAST SOMERVILLE",42.381354,-71.08788,1,street_center,"Tufts St",,"Somerville, MA 02145",,,"Tufts St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussjlq56x2y7uxq9,
"Vermont Avenue, Somerville MA 02145","Vermont Avenue","EAST SOMERVILLE",42.389312,-71.082724,1,street_center,"Vermont Ave",,"Somerville, MA 02145",,,"Vermont Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussfnkytm4l4a4g5,
"Virginia Street, Somerville MA 02145","Virginia Street","EAST SOMERVILLE",42.386456,-71.092064,1,street_center,"Virginia St",,"Somerville, MA 02145",,,"Virginia St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_uss2kbn8jensjjg4,
"Washington Avenue, Somerville MA 02145","Washington Avenue","EAST SOMERVILLE",42.382005,-71.084569,1,street_center,"Washington Ave",,"Somerville, MA 02143",,,"Washington Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussj8fufavxt9yy2,
"Washington Street 1-117, Somerville MA 02145","Washington Street 1-117","EAST SOMERVILLE",42.379419,-71.081588,0.9,street_center,"1st Ave",,"Somerville, MA 02143",,,"1st Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8zusvt5nxq8ra,
"Webster Street, Somerville MA 02145","Webster Street","EAST SOMERVILLE",42.385451,-71.084152,1,street_center,"Webster St",,"Somerville, MA 02145",,,"Webster St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_uss6kcg4kaqu98db,
"Wesley Street, Somerville MA 02145","Wesley Street","EAST SOMERVILLE",42.387511,-71.091007,1,street_center,"Wesley St",,"Somerville, MA 02145",,,"Wesley St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussrgzjr7nehhfj8,
"Wheeler Street, Somerville MA 02145","Wheeler Street","EAST SOMERVILLE",42.384292,-71.080907,1,street_center,"Wheeler St",,"Somerville, MA 02145",,,"Wheeler St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussbyb8spgnqyxm3,
"Wigglesworth Street, Somerville MA 02145","Wigglesworth Street","EAST SOMERVILLE",42.387625,-71.091637,1,street_center,"Wigglesworth St",,"Somerville, MA 02145",,,"Wigglesworth St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_ussrg8u97mt538p5,
"Wisconsin Avenue, Somerville MA 02145","Wisconsin Avenue","EAST SOMERVILLE",42.389246,-71.083568,1,street_center,"Wisconsin Ave",,"Somerville, MA 02145",,,"Wisconsin Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usssuenm7s2zgwne,
