address,street,school,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio Address Line 4","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State / Province","Geocodio Nation","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Building Name","Geocodio Source","Geocodio Stable Address Key","Geocodio Match Type"
"Miller Street, Somerville MA 02144","Miller Street",KENNEDY,42.384478,-71.113229,1,street_center,"Miller St",,"Somerville, MA 02143",,,"Miller St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8zc64jpqpyb3b,
"Mossland Street, Somerville MA 02144","Mossland Street",KENNEDY,42.387544,-71.116147,1,street_center,"Mossland St",,"Somerville, MA 02144",,,"Mossland St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usst8v7fylzvh72e,
"Mountain Avenue, Somerville MA 02144","Mountain Avenue",KENNEDY,42.390275,-71.111443,1,street_center,"Mountain Ave",,"Somerville, MA 02143",,,"Mountain Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usseblgz73a5rv7c,
"Museum Street, Somerville MA 02144","Museum Street",KENNEDY,42.381905,-71.111264,1,street_center,"Museum St",,"Somerville, MA 02143",,,"Museum St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usst8vn5fsn7w73b,
"Oak Terrace, Somerville MA 02144","Oak Terrace",KENNEDY,42.385789,-71.113367,1,street_center,"Oak Ter",,"Somerville, MA 02143",,,"Oak Ter",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss3kamm3je7ma73,
"Olive Avenue, Somerville MA 02144","Olive Avenue",KENNEDY,42.388975,-71.112895,1,street_center,"Olive Ave",,"Somerville, MA 02143",,,"Olive Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss9jley2rbcx2fh,
"Orchard Street, Somerville MA 02144","Orchard Street",KENNEDY,42.392992,-71.122466,1,street_center,"Orchard St",,"Somerville, MA 02144",,,"Orchard St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussstml5dv8x7hh4,
"Parker Place, Somerville MA 02144","Parker Place",KENNEDY,42.386924,-71.113573,1,street_center,"Parker Pl",,"Somerville, MA 02143",,,"Parker Pl",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussg7vxhjbhturv2,
"Porter Avenue, Somerville MA 02144","Porter Avenue",KENNEDY,42.389878,-71.111459,1,street_center,"Porter Ave",,"Somerville, MA 02143",,,"Porter Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussuexkuelc8asc5,
"Porter Street, Somerville MA 02144","Porter Street",KENNEDY,42.386458,-71.113562,1,street_center,"Porter St",,"Somerville, MA 02143",,,"Porter St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usska9vex53prga2,
"Prentiss Street, Somerville MA 02144","Prentiss Street",KENNEDY,42.384548,-71.114509,1,street_center,"Prentiss St",,"Somerville, MA 02143",,,"Prentiss St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussx5hzyx24d4vue,
"Roseland Street, Somerville MA 02144","Roseland Street",KENNEDY,42.386684,-71.116839,1,street_center,"Roseland St",,"Somerville, MA 02143",,,"Roseland St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss7u5pn4nhdbe7g,
"Russell Street, Somerville MA 02144","Russell Street",KENNEDY,42.393569,-71.121251,1,street_center,"Russell St",,"Somerville, MA 02144",,,"Russell St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussw7see9bkgp6f6,
"Sacramento Street, Somerville MA 02144","Sacramento Street",KENNEDY,42.383605,-71.112477,1,street_center,"Sacramento St",,"Somerville, MA 02143",,,"Sacramento St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussykr2vnhp4ljg4,
"Sartwell Avenue, Somerville MA 02144","Sartwell Avenue",KENNEDY,42.389767,-71.115512,1,street_center,"Sartwell Ave",,"Somerville, MA 02144",,,"Sartwell Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_uss4nx5nbzfyfhh9,
"Silvey Place, Somerville MA 02144","Silvey Place",KENNEDY,42.387221,-71.110694,1,street_center,"Silvey Pl",,"Somerville, MA 02143",,,"Silvey Pl",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8qsejkp75se28,
"Somerville Avenue 583-End, Somerville MA 02144","Somerville Avenue 583-End",KENNEDY,42.456118,-71.276474,0.63,nearest_rooftop_match,"5 Ent Rd",,"Hanscom AFB, MA 01731",,5,"Ent Rd",,,"Hanscom AFB",MA,,"Middlesex County",01731,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnzdft5ybj5hbhd2nsz2n88bpjq8,building_centroid
"Spencer Avenue, Somerville MA 02144","Spencer Avenue",KENNEDY,42.393374,-71.113302,1,street_center,"Spencer Ave",,"Somerville, MA 02144",,,"Spencer Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_uss5bjhc3zz2859g,
"Spring Hill Terrace, Somerville MA 02144","Spring Hill Terrace",KENNEDY,42.38828,-71.10775,1,street_center,"Spring Hill Ter",,"Somerville, MA 02143",,,"Spring Hill Ter",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usswrtrycymyxrqa,
"Spring Street, Somerville MA 02144","Spring Street",KENNEDY,42.384171,-71.109301,1,street_center,"Spring St",,"Somerville, MA 02143",,,"Spring St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_ussdgx3xsmultye7,
"St. James Avenue, Somerville MA 02144","St. James Avenue",KENNEDY,42.39253,-71.118816,1,street_center,"St James Ave",,"Somerville, MA 02144",,,"St James Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usswadaexg78qq5d,
"Stanford Terrace, Somerville MA 02144","Stanford Terrace",KENNEDY,42.384798,-71.113879,1,street_center,"Stanford Ter",,"Somerville, MA 02143",,,"Stanford Ter",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss74d6uq2trw7cf,
"Steeves Circle, Somerville MA 02144","Steeves Circle",KENNEDY,42.390956,-71.115016,1,street_center,"Steeves Cir",,"Somerville, MA 02144",,,"Steeves Cir",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_uss9pdhl4c5bafhc,
"Summer Street 172-End, Somerville MA 02144","Summer Street 172-End",KENNEDY,42.451476,-71.277727,0.82,rooftop,"172 Ent Rd",,"Hanscom AFB, MA 01731",,172,"Ent Rd",,,"Hanscom AFB",MA,,"Middlesex County",01731,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnzdft5ybj5hbhdrrrl4ubqbg7m2,building_centroid
"Tower Street, Somerville MA 02144","Tower Street",KENNEDY,42.389832,-71.109184,1,street_center,"Tower St",,"Somerville, MA 02143",,,"Tower St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8ym3dqwyhrmfc,
"Wade Court, Somerville MA 02144","Wade Court",KENNEDY,42.388934,-71.114912,1,street_center,"Wade Ct",,"Somerville, MA 02144",,,"Wade Ct",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussu8fp82x3d26ha,
"West Street, Somerville MA 02144","West Street",KENNEDY,42.394603,-71.118809,1,street_center,"West St",,"Somerville, MA 02144",,,"West St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8tky8cpdx4tye,
"Whipple Street, Somerville MA 02144","Whipple Street",KENNEDY,42.394991,-71.117375,1,street_center,"Whipple St",,"Somerville, MA 02144",,,"Whipple St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussx525zduucbmt3,
"White Street, Somerville MA 02144","White Street",KENNEDY,42.389126,-71.117966,1,street_center,"White St",,"Somerville, MA 02144",,,"White St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_ussuygr9crb9e8p8,
"White Street Place, Somerville MA 02144","White Street Place",KENNEDY,42.388758,-71.117738,1,street_center,"White Street Pl",,"Somerville, MA 02144",,,"White Street Pl",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_uss3rzbgrnwrvgbd,
"Williams Court, Somerville MA 02144","Williams Court",KENNEDY,42.387505,-71.113191,1,street_center,"Williams Ct",,"Somerville, MA 02143",,,"Williams Ct",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss3abjcpxvmzemb,
"Willow Avenue 1-111, Somerville MA 02144","Willow Avenue 1-111",KENNEDY,42.379419,-71.081588,0.9,street_center,"1st Ave",,"Somerville, MA 02143",,,"1st Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_uss8zusvt5nxq8ra,
"Windom Street, Somerville MA 02144","Windom Street",KENNEDY,42.392967,-71.120136,1,street_center,"Windom St",,"Somerville, MA 02144",,,"Windom St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usssqt2lslbm4ml2,
"Windsor Road, Somerville MA 02144","Windsor Road",KENNEDY,42.393171,-71.11616,1,street_center,"Windsor Rd",,"Somerville, MA 02144",,,"Windsor Rd",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usscze622bxm3724,
