address,street,num,school,range_low,range_high
"99 Craigie Terrace, Somerville MA",Craigie Terrace,99,KENNEDY,1,99
"1 Crocker Street, Somerville MA",Crocker Street,1,KENNEDY,1,99
"26 Crocker Street, Somerville MA",Crocker Street,26,KENNEDY,1,99
"50 Crocker Street, Somerville MA",Crocker Street,50,KENNEDY,1,99
"74 Crocker Street, Somerville MA",Crocker Street,74,KENNEDY,1,99
"99 Crocker Street, Somerville MA",Crocker Street,99,KENNEDY,1,99
"1 Crown Street, Somerville MA",Crown Street,1,KENNEDY,1,99
"26 Crown Street, Somerville MA",Crown Street,26,KENNEDY,1,99
"50 Crown Street, Somerville MA",Crown Street,50,KENNEDY,1,99
"74 Crown Street, Somerville MA",Crown Street,74,KENNEDY,1,99
"99 Crown Street, Somerville MA",Crown Street,99,KENNEDY,1,99
"1 Cutter Avenue, Somerville MA",Cutter Avenue,1,KENNEDY,1,99
"26 Cutter Avenue, Somerville MA",Cutter Avenue,26,KENNEDY,1,99
"50 Cutter Avenue, Somerville MA",Cutter Avenue,50,KENNEDY,1,99
"74 Cutter Avenue, Somerville MA",Cutter Avenue,74,KENNEDY,1,99
"99 Cutter Avenue, Somerville MA",Cutter Avenue,99,KENNEDY,1,99
"1 Cutter Park, Somerville MA",Cutter Park,1,KENNEDY,1,99
"26 Cutter Park, Somerville MA",Cutter Park,26,KENNEDY,1,99
"50 Cutter Park, Somerville MA",Cutter Park,50,KENNEDY,1,99
"74 Cutter Park, Somerville MA",Cutter Park,74,KENNEDY,1,99
"99 Cutter Park, Somerville MA",Cutter Park,99,KENNEDY,1,99
"1 Dresden Circle, Somerville MA",Dresden Circle,1,KENNEDY,1,99
"26 Dresden Circle, Somerville MA",Dresden Circle,26,KENNEDY,1,99
"50 Dresden Circle, Somerville MA",Dresden Circle,50,KENNEDY,1,99
"74 Dresden Circle, Somerville MA",Dresden Circle,74,KENNEDY,1,99
"99 Dresden Circle, Somerville MA",Dresden Circle,99,KENNEDY,1,99
"1 Eastman Road, Somerville MA",Eastman Road,1,KENNEDY,1,99
"26 Eastman Road, Somerville MA",Eastman Road,26,KENNEDY,1,99
"50 Eastman Road, Somerville MA",Eastman Road,50,KENNEDY,1,99
"74 Eastman Road, Somerville MA",Eastman Road,74,KENNEDY,1,99
"99 Eastman Road, Somerville MA",Eastman Road,99,KENNEDY,1,99
"1 Elm Place, Somerville MA",Elm Place,1,KENNEDY,1,99
"26 Elm Place, Somerville MA",Elm Place,26,KENNEDY,1,99
"50 Elm Place, Somerville MA",Elm Place,50,KENNEDY,1,99
"74 Elm Place, Somerville MA",Elm Place,74,KENNEDY,1,99
"99 Elm Place, Somerville MA",Elm Place,99,KENNEDY,1,99
"1 Elm Street, Somerville MA",Elm Street,1,KENNEDY,1,299
"51 Elm Street, Somerville MA",Elm Street,51,KENNEDY,1,299
"100 Elm Street, Somerville MA",Elm Street,100,KENNEDY,1,299
"150 Elm Street, Somerville MA",Elm Street,150,KENNEDY,1,299
"200 Elm Street, Somerville MA",Elm Street,200,KENNEDY,1,299
"249 Elm Street, Somerville MA",Elm Street,249,KENNEDY,1,299
"299 Elm Street, Somerville MA",Elm Street,299,KENNEDY,1,299
"1 Elston Street, Somerville MA",Elston Street,1,KENNEDY,1,99
"26 Elston Street, Somerville MA",Elston Street,26,KENNEDY,1,99
"50 Elston Street, Somerville MA",Elston Street,50,KENNEDY,1,99
"74 Elston Street, Somerville MA",Elston Street,74,KENNEDY,1,99
"99 Elston Street, Somerville MA",Elston Street,99,KENNEDY,1,99
"72 Eustis Street, Somerville MA",Eustis Street,72,KENNEDY,72,99
"99 Eustis Street, Somerville MA",Eustis Street,99,KENNEDY,72,99
"1 Evergreen Square, Somerville MA",Evergreen Square,1,KENNEDY,1,99
"26 Evergreen Square, Somerville MA",Evergreen Square,26,KENNEDY,1,99
"50 Evergreen Square, Somerville MA",Evergreen Square,50,KENNEDY,1,99
"74 Evergreen Square, Somerville MA",Evergreen Square,74,KENNEDY,1,99
"99 Evergreen Square, Somerville MA",Evergreen Square,99,KENNEDY,1,99
"1 Fairlee Street, Somerville MA",Fairlee Street,1,KENNEDY,1,99
"26 Fairlee Street, Somerville MA",Fairlee Street,26,KENNEDY,1,99
"50 Fairlee Street, Somerville MA",Fairlee Street,50,KENNEDY,1,99
"74 Fairlee Street, Somerville MA",Fairlee Street,74,KENNEDY,1,99
"99 Fairlee Street, Somerville MA",Fairlee Street,99,KENNEDY,1,99
"28 Forest Street, Somerville MA",Forest Street,28,KENNEDY,28,99
"52 Forest Street, Somerville MA",Forest Street,52,KENNEDY,28,99
"75 Forest Street, Somerville MA",Forest Street,75,KENNEDY,28,99
"99 Forest Street, Somerville MA",Forest Street,99,KENNEDY,28,99
"1 Francis Street, Somerville MA",Francis Street,1,KENNEDY,1,99
"26 Francis Street, Somerville MA",Francis Street,26,KENNEDY,1,99
"50 Francis Street, Somerville MA",Francis Street,50,KENNEDY,1,99
"74 Francis Street, Somerville MA",Francis Street,74,KENNEDY,1,99
"99 Francis Street, Somerville MA",Francis Street,99,KENNEDY,1,99
"1 Garden Court, Somerville MA",Garden Court,1,KENNEDY,1,99
"26 Garden Court, Somerville MA",Garden Court,26,KENNEDY,1,99
"50 Garden Court, Somerville MA",Garden Court,50,KENNEDY,1,99
"74 Garden Court, Somerville MA",Garden Court,74,KENNEDY,1,99
"99 Garden Court, Somerville MA",Garden Court,99,KENNEDY,1,99
"1 Gilson Terrace, Somerville MA",Gilson Terrace,1,KENNEDY,1,99
"26 Gilson Terrace, Somerville MA",Gilson Terrace,26,KENNEDY,1,99
"50 Gilson Terrace, Somerville MA",Gilson Terrace,50,KENNEDY,1,99
"74 Gilson Terrace, Somerville MA",Gilson Terrace,74,KENNEDY,1,99
"99 Gilson Terrace, Somerville MA",Gilson Terrace,99,KENNEDY,1,99
"1 Gould Avenue, Somerville MA",Gould Avenue,1,KENNEDY,1,99
"26 Gould Avenue, Somerville MA",Gould Avenue,26,KENNEDY,1,99
"50 Gould Avenue, Somerville MA",Gould Avenue,50,KENNEDY,1,99
"74 Gould Avenue, Somerville MA",Gould Avenue,74,KENNEDY,1,99
"99 Gould Avenue, Somerville MA",Gould Avenue,99,KENNEDY,1,99
"1 Greenwood Terrace, Somerville MA",Greenwood Terrace,1,KENNEDY,1,99
"26 Greenwood Terrace, Somerville MA",Greenwood Terrace,26,KENNEDY,1,99
"50 Greenwood Terrace, Somerville MA",Greenwood Terrace,50,KENNEDY,1,99
"74 Greenwood Terrace, Somerville MA",Greenwood Terrace,74,KENNEDY,1,99
"99 Greenwood Terrace, Somerville MA",Greenwood Terrace,99,KENNEDY,1,99
"1 Gussie Terrace, Somerville MA",Gussie Terrace,1,KENNEDY,1,99
"26 Gussie Terrace, Somerville MA",Gussie Terrace,26,KENNEDY,1,99
"50 Gussie Terrace, Somerville MA",Gussie Terrace,50,KENNEDY,1,99
"74 Gussie Terrace, Somerville MA",Gussie Terrace,74,KENNEDY,1,99
"99 Gussie Terrace, Somerville MA",Gussie Terrace,99,KENNEDY,1,99
"1 Hall Street, Somerville MA",Hall Street,1,KENNEDY,1,99
"26 Hall Street, Somerville MA",Hall Street,26,KENNEDY,1,99
"50 Hall Street, Somerville MA",Hall Street,50,KENNEDY,1,99
"74 Hall Street, Somerville MA",Hall Street,74,KENNEDY,1,99
"99 Hall Street, Somerville MA",Hall Street,99,KENNEDY,1,99
"1 Harvard Place, Somerville MA",Harvard Place,1,KENNEDY,1,99
"26 Harvard Place, Somerville MA",Harvard Place,26,KENNEDY,1,99
"50 Harvard Place, Somerville MA",Harvard Place,50,KENNEDY,1,99
"74 Harvard Place, Somerville MA",Harvard Place,74,KENNEDY,1,99
"99 Harvard Place, Somerville MA",Harvard Place,99,KENNEDY,1,99
"1 Harvard Street, Somerville MA",Harvard Street,1,KENNEDY,1,99
"26 Harvard Street, Somerville MA",Harvard Street,26,KENNEDY,1,99
"50 Harvard Street, Somerville MA",Harvard Street,50,KENNEDY,1,99
"74 Harvard Street, Somerville MA",Harvard Street,74,KENNEDY,1,99
"99 Harvard Street, Somerville MA",Harvard Street,99,KENNEDY,1,99
"1 Hawthorne Street, Somerville MA",Hawthorne Street,1,KENNEDY,1,99
"26 Hawthorne Street, Somerville MA",Hawthorne Street,26,KENNEDY,1,99
"50 Hawthorne Street, Somerville MA",Hawthorne Street,50,KENNEDY,1,99
"74 Hawthorne Street, Somerville MA",Hawthorne Street,74,KENNEDY,1,99
"99 Hawthorne Street, Somerville MA",Hawthorne Street,99,KENNEDY,1,99
"1 Hayden Terrace, Somerville MA",Hayden Terrace,1,KENNEDY,1,99
"26 Hayden Terrace, Somerville MA",Hayden Terrace,26,KENNEDY,1,99
"50 Hayden Terrace, Somerville MA",Hayden Terrace,50,KENNEDY,1,99
"74 Hayden Terrace, Somerville MA",Hayden Terrace,74,KENNEDY,1,99
"99 Hayden Terrace, Somerville MA",Hayden Terrace,99,KENNEDY,1,99
"1 Henry Avenue, Somerville MA",Henry Avenue,1,KENNEDY,1,99
"26 Henry Avenue, Somerville MA",Henry Avenue,26,KENNEDY,1,99
"50 Henry Avenue, Somerville MA",Henry Avenue,50,KENNEDY,1,99
"74 Henry Avenue, Somerville MA",Henry Avenue,74,KENNEDY,1,99
"99 Henry Avenue, Somerville MA",Henry Avenue,99,KENNEDY,1,99
"1 Hillside Circle, Somerville MA",Hillside Circle,1,KENNEDY,1,99
"26 Hillside Circle, Somerville MA",Hillside Circle,26,KENNEDY,1,99
"50 Hillside Circle, Somerville MA",Hillside Circle,50,KENNEDY,1,99
"74 Hillside Circle, Somerville MA",Hillside Circle,74,KENNEDY,1,99
"99 Hillside Circle, Somerville MA",Hillside Circle,99,KENNEDY,1,99
"1 Holyoke Road, Somerville MA",Holyoke Road,1,KENNEDY,1,99
"26 Holyoke Road, Somerville MA",Holyoke Road,26,KENNEDY,1,99
"50 Holyoke Road, Somerville MA",Holyoke Road,50,KENNEDY,1,99
"74 Holyoke Road, Somerville MA",Holyoke Road,74,KENNEDY,1,99
"99 Holyoke Road, Somerville MA",Holyoke Road,99,KENNEDY,1,99
"1 Ibbetson Street, Somerville MA",Ibbetson Street,1,KENNEDY,1,99
"26 Ibbetson Street, Somerville MA",Ibbetson Street,26,KENNEDY,1,99
"50 Ibbetson Street, Somerville MA",Ibbetson Street,50,KENNEDY,1,99
"74 Ibbetson Street, Somerville MA",Ibbetson Street,74,KENNEDY,1,99
"99 Ibbetson Street, Somerville MA",Ibbetson Street,99,KENNEDY,1,99
"1 Kent Court, Somerville MA",Kent Court,1,KENNEDY,1,99
"26 Kent Court, Somerville MA",Kent Court,26,KENNEDY,1,99
"50 Kent Court, Somerville MA",Kent Court,50,KENNEDY,1,99
"74 Kent Court, Somerville MA",Kent Court,74,KENNEDY,1,99
"99 Kent Court, Somerville MA",Kent Court,99,KENNEDY,1,99
"1 Kent Street, Somerville MA",Kent Street,1,KENNEDY,1,99
"26 Kent Street, Somerville MA",Kent Street,26,KENNEDY,1,99
"50 Kent Street, Somerville MA",Kent Street,50,KENNEDY,1,99
"74 Kent Street, Somerville MA",Kent Street,74,KENNEDY,1,99
"99 Kent Street, Somerville MA",Kent Street,99,KENNEDY,1,99
"3 Kimball Street, Somerville MA",Kimball Street,3,KENNEDY,3,99
"27 Kimball Street, Somerville MA",Kimball Street,27,KENNEDY,3,99
"51 Kimball Street, Somerville MA",Kimball Street,51,KENNEDY,3,99
"75 Kimball Street, Somerville MA",Kimball Street,75,KENNEDY,3,99
"99 Kimball Street, Somerville MA",Kimball Street,99,KENNEDY,3,99
"1 Lesley Avenue, Somerville MA",Lesley Avenue,1,KENNEDY,1,99
"26 Lesley Avenue, Somerville MA",Lesley Avenue,26,KENNEDY,1,99
"50 Lesley Avenue, Somerville MA",Lesley Avenue,50,KENNEDY,1,99
"74 Lesley Avenue, Somerville MA",Lesley Avenue,74,KENNEDY,1,99
"99 Lesley Avenue, Somerville MA",Lesley Avenue,99,KENNEDY,1,99
"1 Lexington Avenue, Somerville MA",Lexington Avenue,1,KENNEDY,1,199
"34 Lexington Avenue, Somerville MA",Lexington Avenue,34,KENNEDY,1,199
"67 Lexington Avenue, Somerville MA",Lexington Avenue,67,KENNEDY,1,199
"100 Lexington Avenue, Somerville MA",Lexington Avenue,100,KENNEDY,1,199
"133 Lexington Avenue, Somerville MA",Lexington Avenue,133,KENNEDY,1,199
"166 Lexington Avenue, Somerville MA",Lexington Avenue,166,KENNEDY,1,199
"199 Lexington Avenue, Somerville MA",Lexington Avenue,199,KENNEDY,1,199
"1 Linden Avenue, Somerville MA",Linden Avenue,1,KENNEDY,1,99
"26 Linden Avenue, Somerville MA",Linden Avenue,26,KENNEDY,1,99
"50 Linden Avenue, Somerville MA",Linden Avenue,50,KENNEDY,1,99
"74 Linden Avenue, Somerville MA",Linden Avenue,74,KENNEDY,1,99
"99 Linden Avenue, Somerville MA",Linden Avenue,99,KENNEDY,1,99
"1 Linden Circle, Somerville MA",Linden Circle,1,KENNEDY,1,99
"26 Linden Circle, Somerville MA",Linden Circle,26,KENNEDY,1,99
"50 Linden Circle, Somerville MA",Linden Circle,50,KENNEDY,1,99
"74 Linden Circle, Somerville MA",Linden Circle,74,KENNEDY,1,99
"99 Linden Circle, Somerville MA",Linden Circle,99,KENNEDY,1,99
"1 Linden Place, Somerville MA",Linden Place,1,KENNEDY,1,99
"26 Linden Place, Somerville MA",Linden Place,26,KENNEDY,1,99
"50 Linden Place, Somerville MA",Linden Place,50,KENNEDY,1,99
"74 Linden Place, Somerville MA",Linden Place,74,KENNEDY,1,99
"99 Linden Place, Somerville MA",Linden Place,99,KENNEDY,1,99
"1 Lowell Circle, Somerville MA",Lowell Circle,1,KENNEDY,1,99
"26 Lowell Circle, Somerville MA",Lowell Circle,26,KENNEDY,1,99
"50 Lowell Circle, Somerville MA",Lowell Circle,50,KENNEDY,1,99
"74 Lowell Circle, Somerville MA",Lowell Circle,74,KENNEDY,1,99
"99 Lowell Circle, Somerville MA",Lowell Circle,99,KENNEDY,1,99
"1 Mardell Circle, Somerville MA",Mardell Circle,1,KENNEDY,1,99
"26 Mardell Circle, Somerville MA",Mardell Circle,26,KENNEDY,1,99
"50 Mardell Circle, Somerville MA",Mardell Circle,50,KENNEDY,1,99
"74 Mardell Circle, Somerville MA",Mardell Circle,74,KENNEDY,1,99
"99 Mardell Circle, Somerville MA",Mardell Circle,99,KENNEDY,1,99
"1 Miller Street, Somerville MA",Miller Street,1,KENNEDY,1,99
"26 Miller Street, Somerville MA",Miller Street,26,KENNEDY,1,99
"50 Miller Street, Somerville MA",Miller Street,50,KENNEDY,1,99
"74 Miller Street, Somerville MA",Miller Street,74,KENNEDY,1,99
"99 Miller Street, Somerville MA",Miller Street,99,KENNEDY,1,99
"1 Mossland Street, Somerville MA",Mossland Street,1,KENNEDY,1,99
"26 Mossland Street, Somerville MA",Mossland Street,26,KENNEDY,1,99
"50 Mossland Street, Somerville MA",Mossland Street,50,KENNEDY,1,99
"74 Mossland Street, Somerville MA",Mossland Street,74,KENNEDY,1,99
"99 Mossland Street, Somerville MA",Mossland Street,99,KENNEDY,1,99
"1 Mountain Avenue, Somerville MA",Mountain Avenue,1,KENNEDY,1,99
"26 Mountain Avenue, Somerville MA",Mountain Avenue,26,KENNEDY,1,99
"50 Mountain Avenue, Somerville MA",Mountain Avenue,50,KENNEDY,1,99
"74 Mountain Avenue, Somerville MA",Mountain Avenue,74,KENNEDY,1,99
"99 Mountain Avenue, Somerville MA",Mountain Avenue,99,KENNEDY,1,99
"113 Museum Street, Somerville MA",Museum Street,113,KENNEDY,113,199
"142 Museum Street, Somerville MA",Museum Street,142,KENNEDY,113,199
"170 Museum Street, Somerville MA",Museum Street,170,KENNEDY,113,199
"199 Museum Street, Somerville MA",Museum Street,199,KENNEDY,113,199
"1 Oak Terrace, Somerville MA",Oak Terrace,1,KENNEDY,1,99
"26 Oak Terrace, Somerville MA",Oak Terrace,26,KENNEDY,1,99
"50 Oak Terrace, Somerville MA",Oak Terrace,50,KENNEDY,1,99
"74 Oak Terrace, Somerville MA",Oak Terrace,74,KENNEDY,1,99
"99 Oak Terrace, Somerville MA",Oak Terrace,99,KENNEDY,1,99
"1 Olive Avenue, Somerville MA",Olive Avenue,1,KENNEDY,1,99
"26 Olive Avenue, Somerville MA",Olive Avenue,26,KENNEDY,1,99
"50 Olive Avenue, Somerville MA",Olive Avenue,50,KENNEDY,1,99
"74 Olive Avenue, Somerville MA",Olive Avenue,74,KENNEDY,1,99
"99 Olive Avenue, Somerville MA",Olive Avenue,99,KENNEDY,1,99
"85 Orchard Street, Somerville MA",Orchard Street,85,KENNEDY,85,199
"114 Orchard Street, Somerville MA",Orchard Street,114,KENNEDY,85,199
"142 Orchard Street, Somerville MA",Orchard Street,142,KENNEDY,85,199
"170 Orchard Street, Somerville MA",Orchard Street,170,KENNEDY,85,199
"199 Orchard Street, Somerville MA",Orchard Street,199,KENNEDY,85,199
"1 Parker Place, Somerville MA",Parker Place,1,KENNEDY,1,99
"26 Parker Place, Somerville MA",Parker Place,26,KENNEDY,1,99
"50 Parker Place, Somerville MA",Parker Place,50,KENNEDY,1,99
"74 Parker Place, Somerville MA",Parker Place,74,KENNEDY,1,99
"99 Parker Place, Somerville MA",Parker Place,99,KENNEDY,1,99
"1 Porter Avenue, Somerville MA",Porter Avenue,1,KENNEDY,1,99
"26 Porter Avenue, Somerville MA",Porter Avenue,26,KENNEDY,1,99
"50 Porter Avenue, Somerville MA",Porter Avenue,50,KENNEDY,1,99
"74 Porter Avenue, Somerville MA",Porter Avenue,74,KENNEDY,1,99
"99 Porter Avenue, Somerville MA",Porter Avenue,99,KENNEDY,1,99
"1 Porter Street, Somerville MA",Porter Street,1,KENNEDY,1,199
"34 Porter Street, Somerville MA",Porter Street,34,KENNEDY,1,199
"67 Porter Street, Somerville MA",Porter Street,67,KENNEDY,1,199
"100 Porter Street, Somerville MA",Porter Street,100,KENNEDY,1,199
"133 Porter Street, Somerville MA",Porter Street,133,KENNEDY,1,199
"166 Porter Street, Somerville MA",Porter Street,166,KENNEDY,1,199
"199 Porter Street, Somerville MA",Porter Street,199,KENNEDY,1,199
"78 Prentiss Street, Somerville MA",Prentiss Street,78,KENNEDY,78,99
"99 Prentiss Street, Somerville MA",Prentiss Street,99,KENNEDY,78,99
"57 Roseland Street, Somerville MA",Roseland Street,57,KENNEDY,57,99
"78 Roseland Street, Somerville MA",Roseland Street,78,KENNEDY,57,99
"99 Roseland Street, Somerville MA",Roseland Street,99,KENNEDY,57,99
"14 Russell Street, Somerville MA",Russell Street,14,KENNEDY,14,99
"42 Russell Street, Somerville MA",Russell Street,42,KENNEDY,14,99
"71 Russell Street, Somerville MA",Russell Street,71,KENNEDY,14,99
"99 Russell Street, Somerville MA",Russell Street,99,KENNEDY,14,99
"76 Sacramento Street, Somerville MA",Sacramento Street,76,KENNEDY,76,199
"101 Sacramento Street, Somerville MA",Sacramento Street,101,KENNEDY,76,199
"125 Sacramento Street, Somerville MA",Sacramento Street,125,KENNEDY,76,199
"150 Sacramento Street, Somerville MA",Sacramento Street,150,KENNEDY,76,199
"174 Sacramento Street, Somerville MA",Sacramento Street,174,KENNEDY,76,199
"199 Sacramento Street, Somerville MA",Sacramento Street,199,KENNEDY,76,199
"1 Sartwell Avenue, Somerville MA",Sartwell Avenue,1,KENNEDY,1,99
"26 Sartwell Avenue, Somerville MA",Sartwell Avenue,26,KENNEDY,1,99
"50 Sartwell Avenue, Somerville MA",Sartwell Avenue,50,KENNEDY,1,99
"74 Sartwell Avenue, Somerville MA",Sartwell Avenue,74,KENNEDY,1,99
"99 Sartwell Avenue, Somerville MA",Sartwell Avenue,99,KENNEDY,1,99
"1 Silvey Place, Somerville MA",Silvey Place,1,KENNEDY,1,99
"26 Silvey Place, Somerville MA",Silvey Place,26,KENNEDY,1,99
"50 Silvey Place, Somerville MA",Silvey Place,50,KENNEDY,1,99
"74 Silvey Place, Somerville MA",Silvey Place,74,KENNEDY,1,99
"99 Silvey Place, Somerville MA",Silvey Place,99,KENNEDY,1,99
"1 Spencer Avenue, Somerville MA",Spencer Avenue,1,KENNEDY,1,99
"26 Spencer Avenue, Somerville MA",Spencer Avenue,26,KENNEDY,1,99
"50 Spencer Avenue, Somerville MA",Spencer Avenue,50,KENNEDY,1,99
"74 Spencer Avenue, Somerville MA",Spencer Avenue,74,KENNEDY,1,99
"99 Spencer Avenue, Somerville MA",Spencer Avenue,99,KENNEDY,1,99
"1 Spring Hill Terrace, Somerville MA",Spring Hill Terrace,1,KENNEDY,1,99
"26 Spring Hill Terrace, Somerville MA",Spring Hill Terrace,26,KENNEDY,1,99
"50 Spring Hill Terrace, Somerville MA",Spring Hill Terrace,50,KENNEDY,1,99
"74 Spring Hill Terrace, Somerville MA",Spring Hill Terrace,74,KENNEDY,1,99
"99 Spring Hill Terrace, Somerville MA",Spring Hill Terrace,99,KENNEDY,1,99
"1 Spring Street, Somerville MA",Spring Street,1,KENNEDY,1,99
"26 Spring Street, Somerville MA",Spring Street,26,KENNEDY,1,99
"50 Spring Street, Somerville MA",Spring Street,50,KENNEDY,1,99
"74 Spring Street, Somerville MA",Spring Street,74,KENNEDY,1,99
"99 Spring Street, Somerville MA",Spring Street,99,KENNEDY,1,99
"1 Stanford Terrace, Somerville MA",Stanford Terrace,1,KENNEDY,1,99
"26 Stanford Terrace, Somerville MA",Stanford Terrace,26,KENNEDY,1,99
"50 Stanford Terrace, Somerville MA",Stanford Terrace,50,KENNEDY,1,99
"74 Stanford Terrace, Somerville MA",Stanford Terrace,74,KENNEDY,1,99
"99 Stanford Terrace, Somerville MA",Stanford Terrace,99,KENNEDY,1,99
"1 Steeves Circle, Somerville MA",Steeves Circle,1,KENNEDY,1,99
"26 Steeves Circle, Somerville MA",Steeves Circle,26,KENNEDY,1,99
"50 Steeves Circle, Somerville MA",Steeves Circle,50,KENNEDY,1,99
"74 Steeves Circle, Somerville MA",Steeves Circle,74,KENNEDY,1,99
"99 Steeves Circle, Somerville MA",Steeves Circle,99,KENNEDY,1,99
"1 Tower Street, Somerville MA",Tower Street,1,KENNEDY,1,99
"26 Tower Street, Somerville MA",Tower Street,26,KENNEDY,1,99
"50 Tower Street, Somerville MA",Tower Street,50,KENNEDY,1,99
"74 Tower Street, Somerville MA",Tower Street,74,KENNEDY,1,99
"99 Tower Street, Somerville MA",Tower Street,99,KENNEDY,1,99
"1 Wade Court, Somerville MA",Wade Court,1,KENNEDY,1,99
"26 Wade Court, Somerville MA",Wade Court,26,KENNEDY,1,99
"50 Wade Court, Somerville MA",Wade Court,50,KENNEDY,1,99
"74 Wade Court, Somerville MA",Wade Court,74,KENNEDY,1,99
"99 Wade Court, Somerville MA",Wade Court,99,KENNEDY,1,99
"1 West Street, Somerville MA",West Street,1,KENNEDY,1,99
"26 West Street, Somerville MA",West Street,26,KENNEDY,1,99
"50 West Street, Somerville MA",West Street,50,KENNEDY,1,99
"74 West Street, Somerville MA",West Street,74,KENNEDY,1,99
"99 West Street, Somerville MA",West Street,99,KENNEDY,1,99
"1 Whipple Street, Somerville MA",Whipple Street,1,KENNEDY,1,99
"26 Whipple Street, Somerville MA",Whipple Street,26,KENNEDY,1,99
"50 Whipple Street, Somerville MA",Whipple Street,50,KENNEDY,1,99
"74 Whipple Street, Somerville MA",Whipple Street,74,KENNEDY,1,99
"99 Whipple Street, Somerville MA",Whipple Street,99,KENNEDY,1,99
"32 White Street, Somerville MA",White Street,32,KENNEDY,32,99
"54 White Street, Somerville MA",White Street,54,KENNEDY,32,99
"77 White Street, Somerville MA",White Street,77,KENNEDY,32,99
"99 White Street, Somerville MA",White Street,99,KENNEDY,32,99
"1 White Street Place, Somerville MA",White Street Place,1,KENNEDY,1,99
"26 White Street Place, Somerville MA",White Street Place,26,KENNEDY,1,99
"50 White Street Place, Somerville MA",White Street Place,50,KENNEDY,1,99
"74 White Street Place, Somerville MA",White Street Place,74,KENNEDY,1,99
"99 White Street Place, Somerville MA",White Street Place,99,KENNEDY,1,99
"1 Williams Court, Somerville MA",Williams Court,1,KENNEDY,1,99
"26 Williams Court, Somerville MA",Williams Court,26,KENNEDY,1,99
"50 Williams Court, Somerville MA",Williams Court,50,KENNEDY,1,99
"74 Williams Court, Somerville MA",Williams Court,74,KENNEDY,1,99
"99 Williams Court, Somerville MA",Williams Court,99,KENNEDY,1,99
"1 Windom Street, Somerville MA",Windom Street,1,KENNEDY,1,99
"26 Windom Street, Somerville MA",Windom Street,26,KENNEDY,1,99
"50 Windom Street, Somerville MA",Windom Street,50,KENNEDY,1,99
"74 Windom Street, Somerville MA",Windom Street,74,KENNEDY,1,99
"99 Windom Street, Somerville MA",Windom Street,99,KENNEDY,1,99
"1 Windsor Road, Somerville MA",Windsor Road,1,KENNEDY,1,99
"26 Windsor Road, Somerville MA",Windsor Road,26,KENNEDY,1,99
"50 Windsor Road, Somerville MA",Windsor Road,50,KENNEDY,1,99
"74 Windsor Road, Somerville MA",Windsor Road,74,KENNEDY,1,99
"99 Windsor Road, Somerville MA",Windsor Road,99,KENNEDY,1,99
